unit,layer,head,receiver,source,attention_mass,value_energy,message_norm,final_linear_support,linear_metric,strength,selection,dose,treatment,next_margin,correct_first_logp,wrong_first_logp,next_top1,candidate_first_ids,raw_native_next_margin,lm_head_rounding_error,first_metric,vocabulary_kl_from_full,correct_token_logps,correct_logp,correct_mean_logp,correct_tokens,correct_branch_first_error,wrong_token_logps,wrong_logp,wrong_mean_logp,wrong_tokens,wrong_branch_first_error,sequence_margin,mean_margin,tail_margin,first_support,sequence_support,linear_prediction,case_id,source_id,side,panel,gradient_finite_disagreement
L14H26Q260S259,14,26,260,259,0.58984375,14.743328094482422,1.5968900918960571,0.6770676970481873,sequence_margin,0.6770676970481873,signed_gradient,1.0,cut,0.3162078857421875,-1.2426487344697994,-1.558856620211987,2107,"[2107, 568]",0.375,0.0570278167724609,same_prefix_fp32_head_float64_log_softmax,0.0033792631215417,"[-1.2426487344697994, -1.1386513548370516, -0.0065860622452447075, -0.0901013454753773, -0.16723785491562604, -0.0018580414738936025, -0.00018467978676287456, -0.8018343692657569, -0.4104491414694569, -0.5532579283364822]",-4.412809512275452,-0.4412809512275452,10,0.0647752635808533,"[-1.558856620211987, -7.505367547883109e-05, -0.24179235435837557, -1.0938969856769627, -0.9039527216306709, -0.00024013890088911627, -0.015812602555156825, -4.599285805681456e-06, -0.0003209430776730361, -1.9671697991990343e-05]",-3.814971691070992,-0.3814971691070992,10,-0.0155012256769591,-0.5978378212044597,-0.0597837821204459,-0.9140457069466472,0.0486660003662109,0.4677780836244998,0.6770676970481873,14315_headwear_scope,14315,supported,parallel_singular,False
L31H14Q469S469,31,14,469,469,0.9921875,151.31887817382812,13.267374992370604,-1.5078893899917605,sequence_margin,1.5078893899917605,signed_gradient,1.0,cut,1.2859611511230469,-1.301218141265445,-2.587179292388492,2107,"[2107, 568]",1.25,0.0520706176757812,same_prefix_fp32_head_float64_log_softmax,0.1882230227991028,"[-1.301218141265445, -1.1670120546653477, -0.006689954381586762, -0.08962583865051955, -0.1617868472093231, -0.0018766402529076197, -0.00017312046492669008, -0.8217456077143297, -0.41520973045341053, -0.5760374924733686]",-4.541375427531165,-0.4541375427531164,10,-0.0115599488233626,"[-2.587179292388492, -7.991174745279683e-05, -0.24045295960947569, -1.0724729809681826, -1.416388024135908, -0.00025815907723917935, -0.015227816886957488, -4.707999232067685e-06, -0.00032143500957532536, -1.7667143337439322e-05]",-5.332402954965852,-0.5332402954965852,10,0.0200867796922623,0.7910275274346876,0.0791027527434687,-0.4949336236883592,-0.9210872650146484,-0.9210872650146475,-1.5078893899917605,14315_headwear_scope,14315,supported,parallel_singular,False
L13H1Q469S393,13,1,469,393,0.369140625,15.62028980255127,0.954111874103546,0.6542611718177795,sequence_margin,0.6542611718177795,signed_gradient,1.0,cut,-0.2210578918457031,-1.4602185603948212,-1.239160668549118,568,"[2107, 568]",-0.125,0.0620651245117187,same_prefix_fp32_head_float64_log_softmax,0.0279473262733843,"[-1.4602185603948212, -1.2921509408619634, -0.006933835577307033, -0.08989136043246902, -0.1603781248207558, -0.0018788710292709618, -0.00018477438556355712, -0.8313329893477479, -0.4035754776844907, -0.5651132283168312]",-4.811658162851221,-0.4811658162851221,10,-0.070118254254947,"[-1.239160668549118, -8.56826469913766e-05, -0.24259380285092244, -1.111214942535797, -1.4209292684969268, -0.0002706689897864172, -0.015412402370091572, -4.903637388564608e-06, -0.00035093255789723837, -1.8820256818507744e-05]",-4.030042092891739,-0.4030042092891738,10,-0.0379031358467438,-0.7816160699594823,-0.0781616069959482,-0.5605581781137792,0.5859317779541016,0.6515563323795224,0.6542611718177795,14315_headwear_scope,14315,supported,parallel_singular,False
L13H18Q469S381,13,18,469,381,0.2099609375,18.03382682800293,0.5754442811012268,0.6459168791770935,sequence_margin,0.6459168791770935,signed_gradient,1.0,cut,-0.3810234069824219,-1.620753564173747,-1.239730157191325,568,"[2107, 568]",-0.375,0.0612850189208984,same_prefix_fp32_head_float64_log_softmax,0.0478816926027857,"[-1.620753564173747, -1.1690877524973917, -0.006825278502808549, -0.08482939954314293, -0.16864413082032834, -0.0017959844984637412, -0.00016824643289783538, -0.8273734616371072, -0.41682155651416014, -0.5519046377739676]",-4.848204012394015,-0.4848204012394014,10,0.0374509162962819,"[-1.239730157191325, -7.342716719650995e-05, -0.23938555208850015, -1.0555966475365444, -1.3529167802177928, -0.00026952767239444674, -0.01571788879673956, -4.630518286921137e-06, -0.00033947832523930325, -1.7891123245337203e-05]",-3.904051980637265,-0.3904051980637265,10,-0.0128039054810618,-0.9441520317567496,-0.0944152031756749,-0.5631286247743277,0.7458972930908203,0.8140922941767896,0.6459168791770935,14315_headwear_scope,14315,supported,parallel_singular,False
L12H12Q469S469,12,12,469,469,0.80078125,15.204804420471191,1.8235775232315063,-1.1694411039352417,sequence_margin,1.1694411039352417,signed_gradient,1.0,cut,0.8117923736572263,-1.265515148061959,-2.077307521719185,2107,"[2107, 568]",0.75,0.062042236328125,same_prefix_fp32_head_float64_log_softmax,0.0529152148274785,"[-1.265515148061959, -1.0799384937589505, -0.007058510152587376, -0.09298981668901002, -0.16687617848433153, -0.0018226803033228605, -0.00017485154023821122, -0.8085694543389174, -0.4212958582212292, -0.5704664859566783]",-4.414707477507225,-0.4414707477507225,10,-0.0194353147806156,"[-2.0773075217191854, -8.297364850593345e-05, -0.24011132732764265, -1.0279751911832977, -1.437778687032584, -0.0002760255371773963, -0.017395941111408873, -5.073408691548327e-06, -0.00036095335204736924, -1.7853860821812608e-05]",-4.801311548181363,-0.4801311548181363,10,0.0212751344381341,0.3866040706741378,0.0386604070674138,-0.4251883029830885,-0.4469184875488279,-0.5166638082540977,-1.1694411039352417,14315_headwear_scope,14315,supported,parallel_singular,False
L16H1Q469S381,16,1,469,381,0.341796875,21.54654312133789,0.9971359372138976,0.6109142303466797,sequence_margin,0.6109142303466797,signed_gradient,1.0,cut,-0.2993621826171875,-1.6324385686742686,-1.3330763860570811,568,"[2107, 568]",-0.375,0.0569419860839843,same_prefix_fp32_head_float64_log_softmax,0.0409563986420916,"[-1.6324385686742686, -1.1312216450472539, -0.006638489260263616, -0.08857704783003101, -0.15671346875763592, -0.0018760390389838196, -0.0001878880993495628, -0.7996417793288877, -0.4116373225999697, -0.5389198455601045]",-4.767852094196748,-0.4767852094196748,10,-0.0219410941701121,"[-1.3330763860570811, -8.201592790097537e-05, -0.2383679306707642, -1.050915529057637, -1.4172280104036765, -0.0002465802231908934, -0.015438003288959239, -4.858019201503293e-06, -0.0003273072181818616, -1.6639849666568275e-05]",-4.05570326071626,-0.4055703260716259,10,0.0490885689158253,-0.7121488334804882,-0.0712148833480488,-0.4127866508633007,0.6642360687255859,0.5820890959005283,0.6109142303466797,14315_headwear_scope,14315,supported,parallel_singular,False
L16H30Q469S469,16,30,469,469,0.7109375,13.83199977874756,1.8468680381774905,-0.8492611646652222,sequence_margin,0.8492611646652222,signed_gradient,1.0,cut,1.4163074493408203,-0.7142897392135712,-2.1305971885543915,2107,"[2107, 568]",1.5,0.0447444915771484,same_prefix_fp32_head_float64_log_softmax,0.1205386528421784,"[-0.7142897392135712, -1.1177194588131452, -0.0073070583842250675, -0.09269782830056693, -0.16531589490778928, -0.0017695412513882279, -0.00017916684522133872, -0.7990378829372884, -0.41622239445585557, -0.5604742701247307]",-3.875013235233781,-0.3875013235233781,10,0.0027415681503663,"[-2.1305971885543915, -5.6448596070343304e-05, -0.23069087356098825, -1.0626416581463984, -1.3941939657285944, -0.00025357455746638285, -0.015528136786477843, -4.718422544669594e-06, -0.0003168058607550996, -1.8232889246197003e-05]",-4.834301603102933,-0.4834301603102933,10,-0.0489990782119384,0.9592883678691516,0.0959288367869151,-0.4570190814716688,-1.051433563232422,-1.0893481054491114,-0.8492611646652222,14315_headwear_scope,14315,supported,parallel_singular,False
L13H6Q469S381,13,6,469,381,0.4140625,15.54218292236328,0.9070441126823424,0.6092284917831421,sequence_margin,0.6092284917831421,signed_gradient,1.0,cut,-0.3494415283203125,-1.5422891021987108,-1.1928475738783983,568,"[2107, 568]",-0.25,0.0613842010498046,same_prefix_fp32_head_float64_log_softmax,0.0464485966216657,"[-1.5422891021987108, -1.2050797918368301, -0.007176344132387186, -0.0874004907865885, -0.16077075116286682, -0.0017789207694680511, -0.00017250575863140486, -0.8204105615738149, -0.41849025126763884, -0.5413173522190631]",-4.784886071706,-0.4784886071705999,10,0.006657098755691,"[-1.1928475738783983, -7.772038420042852e-05, -0.24349158730785375, -1.0828390913126786, -1.3880222230139885, -0.000256959430820885, -0.015621776919407169, -4.9216914522661426e-06, -0.00035351465015358654, -1.873054894681903e-05]",-3.9235340991379006,-0.3923534099137901,10,-0.0234084377433323,-0.8613519725680989,-0.0861351972568098,-0.5119104442477864,0.7143154144287109,0.731292234988139,0.6092284917831421,14315_headwear_scope,14315,supported,parallel_singular,False
L25H14Q261S261,25,14,261,261,0.01495361328125,82.2341079711914,0.1076096817851066,0.0034685099963098,sequence_margin,0.0034685099963098,unselected_candidate_control,1.0,cut,0.3493499755859375,-1.1813947723972031,-1.5307447479831406,2107,"[2107, 568]",0.375,0.0569629669189453,same_prefix_fp32_head_float64_log_softmax,7.006376080512331e-05,"[-1.1813947723972031, -1.1613327725950437, -0.00667766418481565, -0.08600651066699946, -0.16793907970048283, -0.0018815896047192893, -0.00017438857018284144, -0.833431406398795, -0.41004067466843147, -0.5767235530922667]",-4.42560241187894,-0.442560241187894,10,-0.0188495823665018,"[-1.5307447479831406, -7.861567381735017e-05, -0.24299224837150218, -1.044499732002227, -1.4175179054385807, -0.00025124612312143324, -0.015279898740378816, -4.918795724423305e-06, -0.00031956735354429094, -1.690927257589106e-05]",-4.251705789754612,-0.4251705789754612,10,-0.0017349430842752,-0.1738966221243281,-0.0173896622124328,-0.5232465977102656,0.0155239105224609,0.0438368845443681,0.0034685099963098,14315_headwear_scope,14315,supported,parallel_singular,False
L28H17Q469S469,28,17,469,469,0.1533203125,14.234516143798828,0.4629741311073303,-0.0116941221058368,sequence_margin,0.0116941221058368,unselected_candidate_control,1.0,cut,0.3763313293457031,-1.1864308266148322,-1.5627621559605354,2107,"[2107, 568]",0.375,0.0585079193115234,same_prefix_fp32_head_float64_log_softmax,0.0001649594782767,"[-1.1864308266148322, -1.1634080238575872, -0.006784749222079541, -0.09051141854563521, -0.1672085387269987, -0.0018654405375419807, -0.00017257977491332696, -0.8288384026164493, -0.41589823700805784, -0.566323825186027]",-4.427442042090123,-0.4427442042090123,10,-0.0091132591067641,"[-1.5627621559605354, -7.821161945911917e-05, -0.24865053897292136, -1.0667747382700667, -1.4321140777189842, -0.00025460613536894077, -0.015390448575050116, -4.911314354589404e-06, -0.0003250361808223717, -1.7539965643875265e-05]",-4.326372264713205,-0.4326372264713205,10,0.0141850044430404,-0.1010697773769173,-0.0101069777376917,-0.4774011067226205,-0.0114574432373046,-0.0289899602030425,-0.0116941221058368,14315_headwear_scope,14315,supported,parallel_singular,False
L6H12Q468S459,6,12,468,459,0.20703125,12.77579116821289,0.4595516324043274,0.702196478843689,sequence_margin,0.702196478843689,signed_gradient,1.0,cut,-6.234861373901367,-8.470001242596343,-2.235139868694976,4459,"[19079, 264]",-6.1875,0.0388603210449218,same_prefix_fp32_head_float64_log_softmax,0.0266820599316562,"[-8.470001242596343, -0.13006033384039478, -0.06269548994399203, -0.020436447065296064, -0.023592506112285506, -0.0009120431523852118, -0.0002883118460609619, -0.4702387373082613, -0.6824895291371801, -1.2237760647109004]",-11.0844907057131,-1.10844907057131,10,-0.2715470288273458,"[-2.2351398686949753, -2.7162030811757685, -0.00012063005422174662, -0.014619480477765548, -0.18328391739952224, -0.3359140340380435, -0.00013851380222199862, -0.004048664661842468, -2.63792320913788e-05, -0.000329499265960071, -5.6236166257538175e-05]",-5.48988030496867,-0.4990800277244245,11,-0.0598482522724772,-5.594610400744431,-0.6093690428468856,0.6402509731569364,0.5170803070068359,0.897127096262567,0.702196478843689,14315_headwear_scope,14315,unsupported,natural,False
L31H14Q468S468,31,14,468,468,0.99609375,179.602783203125,13.80950927734375,-2.76139497756958,sequence_margin,2.76139497756958,signed_gradient,1.0,cut,-3.87747859954834,-6.006655372972118,-2.1291767734237785,4459,"[19079, 264]",-3.875,0.0311183929443359,same_prefix_fp32_head_float64_log_softmax,0.3245280282129624,"[-6.006655372972118, -0.11038839475659898, -0.0659433191439419, -0.020925107096268512, -0.02217217423798088, -0.0008770340498536112, -0.00028938807495046794, -0.4450859195291195, -0.6755145541449381, -1.174082143504604]",-8.521933407510375,-0.8521933407510375,10,-0.0969208024094783,"[-2.1291767734237785, -2.952438062647847, -0.0001168430984273656, -0.0184036824098388, -0.2088559302169934, -0.3508800933666445, -0.0001336764665048758, -0.0043447332418162215, -2.6682008347405056e-05, -0.00032302204166652425, -5.307145283894682e-05]",-5.664752570374703,-0.5149775063977002,11,0.019518614957013,-2.8571808371356715,-0.3372158343533372,1.0202977624126683,-1.840302467346192,-1.8403024673461923,-2.76139497756958,14315_headwear_scope,14315,unsupported,natural,False
L14H26Q256S255,14,26,256,255,0.455078125,15.534586906433104,1.1680428981781006,0.6952248215675354,sequence_margin,0.6952248215675354,signed_gradient,1.0,cut,-5.68704891204834,-7.760053124625152,-2.0730042125768127,4459,"[19079, 264]",-5.6875,0.051462173461914,same_prefix_fp32_head_float64_log_softmax,0.00054930775474,"[-7.760053124625152, -0.1098039572211822, -0.06805877069077018, -0.02038142226593816, -0.022025209728908472, -0.0008874540667025586, -0.00028977395002801844, -0.45546046433576104, -0.6747586964663145, -1.1349856660541415]",-10.2467045394049,-1.02467045394049,10,-0.1715752267994847,"[-2.0730042125768127, -3.762383045405814, -0.00012186985010736284, -0.018385452560805763, -0.20048818806304228, -0.38737696948407163, -0.00012999496120352015, -0.004845101579547255, -2.763745203375889e-05, -0.0003396066210160809, -5.338507232299997e-05]",-6.4471554636267765,-0.5861050421478887,11,-0.0180003742209091,-3.799549075778124,-0.4385654117926013,1.887499836270216,-0.0307321548461914,-0.8979342287037397,0.6952248215675354,14315_headwear_scope,14315,unsupported,natural,True
L21H7Q468S467,21,7,468,467,0.490234375,20.580665588378903,1.9036967754364007,-0.8282033205032349,sequence_margin,0.8282033205032349,signed_gradient,1.0,cut,-4.914224624633789,-6.802534519242806,-1.8883098946090164,4459,"[19079, 264]",-4.9375,0.0588150024414062,same_prefix_fp32_head_float64_log_softmax,0.1522218966443624,"[-6.802534519242806, -0.1088255204952046, -0.06558666239742826, -0.01956305990176668, -0.021305608660623747, -0.0008403064985496757, -0.00027569388394232367, -0.4447799688016493, -0.6850372816748432, -1.1567572732671019]",-9.305505894823916,-0.9305505894823916,10,-0.207905569555999,"[-1.8883098946090164, -2.8931734986965103, -0.00010268997102788636, -0.01731081888662383, -0.19897225186191744, -0.3538691296518173, -0.0001327312979173735, -0.00453693677790846, -2.621927359713791e-05, -0.0003080888008267871, -5.00274621561789e-05]",-5.356792287289318,-0.4869811170263016,11,-0.0286853315378654,-3.9487136075345983,-0.44356947245609,0.9655110170991908,-0.8035564422607422,-0.7487696969472655,-0.8282033205032349,14315_headwear_scope,14315,unsupported,natural,False
L12H12Q468S468,12,12,468,468,0.7578125,10.878983497619627,1.4496090412139893,0.625698447227478,sequence_margin,0.625698447227478,signed_gradient,1.0,cut,-6.694714546203613,-8.628595608466911,-1.9338810622632985,4459,"[19079, 264]",-6.6875,0.0588417053222656,same_prefix_fp32_head_float64_log_softmax,0.2092063273550595,"[-8.628595608466911, -0.10798610288085311, -0.06677029252986967, -0.018390275447865374, -0.021350010243783784, -0.0008496657828502417, -0.0002970792316152301, -0.44672579813721747, -0.7046205443048028, -1.1966807869372447]",-11.192266163963014,-1.1192266163963014,10,-0.0280038648885589,"[-1.9338810622632985, -3.15911308430207, -0.00010006344157780349, -0.01864847048191368, -0.20746894783900344, -0.3746789020539208, -0.00014436614650014244, -0.004793010023668369, -2.9295577612447086e-05, -0.0003592320968135628, -5.0882904353482385e-05]",-5.699267317130732,-0.5181152106482484,11,-0.019399632602842,-5.492998846832282,-0.601111405748053,1.2017156993713316,0.976933479309082,0.7955155423504179,0.625698447227478,14315_headwear_scope,14315,unsupported,natural,False
