left,right,proposal_kind,strength,dose,metric,left_support,right_support,joint_support,interaction,full,without_left,without_right,without_both,left_conditional,right_conditional,case_id,source_id,side,panel,opposed_finite_effects,left_direction_changes,right_direction_changes,nonadditive_effect,small_singles_large_joint,numeric_control_status
L31H14Q468S468,L21H7Q468S467,co_suppress,0.8282033205032349,1.0,sequence_margin,-1.8403024673461923,-0.7487696969472655,-2.493409093614748,-0.09566307067871,-4.697483304481864,-2.8571808371356715,-3.9487136075345983,-2.204074210867116,-1.7446393966674822,-0.6531066262685554,14315_headwear_scope,14315,unsupported,natural,False,False,False,True,False,joint_sham_not_saved_in_v3
L6H12Q468S459,L31H14Q468S468,opposed,0.702196478843689,1.0,sequence_margin,0.897127096262567,-1.8403024673461923,-1.0636349276632169,0.1204595565795916,-4.697483304481864,-5.594610400744431,-2.8571808371356715,-3.633848376818647,0.7766675396829754,-1.960762023925784,14315_headwear_scope,14315,unsupported,natural,True,False,False,True,False,joint_sham_not_saved_in_v3
L14H26Q256S255,L16H30Q469S469,opposed,0.6838559508323669,1.0,sequence_margin,-0.9622938739850349,-0.7765169233414446,-1.938092948148588,0.1992821508221083,-3.39495427124109,-2.432660397256055,-2.618437347899645,-1.456861323092502,-1.1615760248071432,-0.9757990741635528,14315_headwear_scope,14315,unsupported,parallel_singular,False,False,False,True,False,joint_sham_not_saved_in_v3
L14H26Q256S255,L31H21Q469S381,co_support,0.6144649386405945,1.0,sequence_margin,-0.9622938739850349,0.7126388549804692,-0.2822477924420661,0.0325927734375004,-3.39495427124109,-2.432660397256055,-4.107593126221559,-3.112706478799024,-0.9948866474225352,0.6800460815429688,14315_headwear_scope,14315,unsupported,parallel_singular,True,False,False,False,False,joint_sham_not_saved_in_v3
L31H14Q469S469,L16H30Q469S469,co_suppress,0.9313342571258544,1.0,sequence_margin,-1.3891553878784175,-0.7765169233414446,-1.827364930543594,-0.3383073806762682,-3.39495427124109,-2.0057988833626723,-2.618437347899645,-1.567589340697496,-1.050848007202149,-0.4382095426651764,14315_headwear_scope,14315,unsupported,parallel_singular,False,False,False,True,False,joint_sham_not_saved_in_v3
L14H26Q256S255,L31H14Q469S469,opposed,0.6838559508323669,1.0,sequence_margin,-0.9622938739850349,-1.3891553878784175,-2.088616620261889,-0.2628326416015629,-3.39495427124109,-2.432660397256055,-2.0057988833626723,-1.3063376509792004,-0.6994612323834719,-1.1263227462768546,14315_headwear_scope,14315,unsupported,parallel_singular,False,False,False,True,False,joint_sham_not_saved_in_v3
L12H12Q660S660,L8H11Q657S98,opposed,1.0346981287002563,1.0,sequence_margin,1.504505956415816,-0.0566201497577898,1.7287928413068645,-0.2809070346488385,6.077786245542399,4.573280289126583,6.134406395300188,4.348993404235534,1.7854129910646543,0.2242868848910486,14375_onion_stage,14375,supported,natural,True,False,True,True,False,joint_sham_not_saved_in_v3
L12H12Q660S660,L31H14Q660S660,co_support,1.021632194519043,1.0,sequence_margin,1.504505956415816,1.2989654541015625,2.501049840693159,0.3024215698242192,6.077786245542399,4.573280289126583,4.778820791440836,3.5767364048492394,1.2020843865915969,0.9965438842773432,14375_onion_stage,14375,supported,natural,False,False,False,True,False,joint_sham_not_saved_in_v3
L8H11Q657S98,L10H31Q660S102,co_suppress,0.6784135103225708,1.0,sequence_margin,-0.0566201497577898,-0.8654051778529164,-0.5386608741422734,-0.3833644534684328,6.077786245542399,6.134406395300188,6.943191423395315,6.616447119684672,0.326744303710643,-0.4820407243844835,14375_onion_stage,14375,supported,natural,False,True,False,True,False,joint_sham_not_saved_in_v3
L8H11Q657S98,L31H14Q660S660,opposed,1.021632194519043,1.0,sequence_margin,-0.0566201497577898,1.2989654541015625,1.325004072043968,-0.0826587677001953,6.077786245542399,6.134406395300188,4.778820791440836,4.752782173498431,0.0260386179424054,1.3816242218017578,14375_onion_stage,14375,supported,natural,True,False,False,True,False,joint_sham_not_saved_in_v3
L12H12Q660S660,L16H30Q660S660,opposed,0.3406039476394653,1.0,sequence_margin,0.5609503034395309,-0.3217641694277302,0.5703159085791303,-0.3311297745673296,0.0745809072025318,-0.486369396236999,0.3963450766302621,-0.4957350013765984,0.8920800780068605,0.0093656051395993,14375_onion_stage,14375,unsupported,natural,True,False,False,True,False,joint_sham_not_saved_in_v3
L12H12Q660S660,L31H25Q660S660,co_support,0.2959419190883636,1.0,sequence_margin,0.5609503034395309,0.2085170745849609,0.7535543683809371,0.0159130096435546,0.0745809072025318,-0.486369396236999,-0.133936167382429,-0.6789734611784053,0.5450372937959762,0.1926040649414062,14375_onion_stage,14375,unsupported,natural,False,False,False,False,False,joint_sham_not_saved_in_v3
L16H30Q660S660,L12H17Q660S657,co_suppress,0.3369107246398926,1.0,sequence_margin,-0.3217641694277302,-0.4284412700756539,-0.7821578410760253,0.0319524015726411,0.0745809072025318,0.3963450766302621,0.5030221772781858,0.8567387482785571,-0.3537165710003713,-0.460393671648295,14375_onion_stage,14375,unsupported,natural,False,False,False,False,False,joint_sham_not_saved_in_v3
L12H12Q660S660,L12H17Q660S657,opposed,0.3369107246398926,1.0,sequence_margin,0.5609503034395309,-0.4284412700756539,0.0677470566208753,0.0647619767430016,0.0745809072025318,-0.486369396236999,0.5030221772781858,0.0068338505816565,0.4961883266965292,-0.4932032468186555,14375_onion_stage,14375,unsupported,natural,True,False,False,True,False,joint_sham_not_saved_in_v3
