case_id,source_id,side,metric,pool,rank,layer,head,receiver,source,slot,attention_mass,value_energy,message_norm,lookback_gain,target_flow,norm_flow,uniform_root_flow,source_region,source_text,receiver_text,causal_measurement
14315_headwear_scope,14315,supported,target_flow,non_special_far,4,30,18,467,455,2,0.12890625,18.50491714477539,0.5645230412483215,0.36323875188827515,9.927694344802618e-05,0.00016587307547521966,0.0003914888208643315,history,ics,aks,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,target_flow,non_special_far,5,30,9,464,451,0,0.2001953125,20.949560165405273,0.8372660875320435,0.18289503455162048,9.415021078375967e-05,9.491108086838428e-05,0.0002644091866313464,history,., and,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,norm_flow,original_pool,1,29,25,466,0,0,0.8046875,2.9012937545776367,1.160836935043335,0.006914817728102207,0.0001620049230308924,0.002189459318023248,3.4542627511917333e-07,prompt,<|begin_of_text|>, clo,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,norm_flow,original_pool,2,29,26,466,0,0,0.74609375,2.9012937545776367,1.0394147634506226,0.0044497279450297356,0.00015020845886601738,0.0019604444257050263,3.2027389950110295e-07,prompt,<|begin_of_text|>, clo,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,norm_flow,original_pool,3,29,27,466,0,0,0.60546875,2.9012937545776367,0.9707757234573364,0.0050502801313996315,0.0001218969077453318,0.0018309840065803312,2.599081188599823e-07,prompt,<|begin_of_text|>, clo,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,norm_flow,original_pool,4,29,27,467,0,0,0.63671875,2.9012937545776367,1.0208803415298462,0.001420983113348484,0.00017955299739652532,0.0014113593153995936,3.8284221193288956e-07,prompt,<|begin_of_text|>,aks,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,norm_flow,original_pool,5,29,24,466,465,1,0.341796875,57.18488311767578,2.139854907989502,0.005087061785161495,5.585039242815669e-05,0.001101115260198152,0.005893101728907835,history, added, clo,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,norm_flow,non_special,1,29,27,466,465,1,0.369140625,57.18488311767578,2.3832859992980957,0.0050502801313996315,6.031841940309514e-05,0.0012263787528542641,0.0063645494009127715,history, added, clo,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,norm_flow,non_special,2,29,24,466,465,1,0.341796875,57.18488311767578,2.139854907989502,0.005087061785161495,5.585039242815669e-05,0.001101115260198152,0.005893101728907835,history, added, clo,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,norm_flow,non_special,3,30,17,465,21,1,0.2158203125,37.978477478027344,1.440551519393921,0.00501936674118042,0.00027379573185820866,0.001035289929623021,5.991172350270453e-07,prompt, , added,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,norm_flow,non_special,4,30,17,467,21,0,0.216796875,37.978477478027344,1.4470698833465576,0.6320761442184448,0.00018279751537520243,0.0009138256441529222,3.9999579700578024e-07,prompt, ,aks,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,norm_flow,non_special,5,29,26,466,465,1,0.2236328125,57.18488311767578,1.4344934225082397,0.0044497279450297356,3.65421129129528e-05,0.0007381540663464649,0.0038557721695918062,history, added, clo,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,norm_flow,non_special_far,1,30,17,465,21,1,0.2158203125,37.978477478027344,1.440551519393921,0.00501936674118042,0.00027379573185820866,0.001035289929623021,5.991172350270453e-07,prompt, , added,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,norm_flow,non_special_far,2,30,17,467,21,0,0.216796875,37.978477478027344,1.4470698833465576,0.6320761442184448,0.00018279751537520243,0.0009138256441529222,3.9999579700578024e-07,prompt, ,aks,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,norm_flow,non_special_far,3,29,9,454,328,0,0.46484375,36.0255126953125,2.2346205711364746,0.08886158466339111,3.072559556029873e-05,0.0007327428987330226,4.41082502913558e-05,prompt, tun, tun,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,norm_flow,non_special_far,4,28,13,465,370,1,0.1826171875,61.949981689453125,1.3643743991851807,0.0760878324508667,9.710098761872233e-06,0.0006441514340062215,0.0011050979195368297,prompt, cloak, added,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,norm_flow,non_special_far,5,27,12,467,21,1,0.099609375,35.66930389404297,0.5364055037498474,0.7132640480995178,4.5168187865748816e-07,0.00037001554993622266,2.949059340720965e-09,prompt, ,aks,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,uniform_root_flow,original_pool,1,27,9,464,463,0,0.44921875,26.937957763671875,1.6564615964889526,0.026090268045663834,1.8953503394712193e-06,0.0001512768661162094,0.026902066432184072,history,",", and,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,uniform_root_flow,original_pool,2,28,26,465,464,1,0.1328125,15.988454818725586,0.38525494933128357,0.006027622148394585,6.741950520994445e-06,0.00015617826221111332,0.009460606776964083,history, and, added,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,uniform_root_flow,original_pool,3,26,21,463,462,0,0.400390625,31.31053924560547,1.7077950239181519,0.020138196647167206,1.300478566250748e-07,3.111493562297464e-05,0.007492099051027483,history,-length,",",not_measured_for_this_ranking
14315_headwear_scope,14315,supported,uniform_root_flow,original_pool,4,29,27,467,465,1,0.291015625,57.18488311767578,1.8788866996765137,0.001420983113348484,6.660678539885055e-05,0.0007086734451044463,0.007028071695214663,history, added,aks,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,uniform_root_flow,original_pool,5,27,9,463,462,0,0.66015625,36.97413635253906,3.203838586807251,0.011600451543927193,8.110803225692266e-07,5.834815574263205e-05,0.006569242224273737,history,-length,",",not_measured_for_this_ranking
14315_headwear_scope,14315,supported,uniform_root_flow,non_special,1,27,9,464,463,0,0.44921875,26.937957763671875,1.6564615964889526,0.026090268045663834,1.8953503394712193e-06,0.0001512768661162094,0.026902066432184072,history,",", and,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,uniform_root_flow,non_special,2,28,26,465,464,1,0.1328125,15.988454818725586,0.38525494933128357,0.006027622148394585,6.741950520994445e-06,0.00015617826221111332,0.009460606776964083,history, and, added,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,uniform_root_flow,non_special,3,26,21,463,462,0,0.400390625,31.31053924560547,1.7077950239181519,0.020138196647167206,1.300478566250748e-07,3.111493562297464e-05,0.007492099051027483,history,-length,",",not_measured_for_this_ranking
14315_headwear_scope,14315,supported,uniform_root_flow,non_special,4,29,27,467,465,1,0.291015625,57.18488311767578,1.8788866996765137,0.001420983113348484,6.660678539885055e-05,0.0007086734451044463,0.007028071695214663,history, added,aks,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,uniform_root_flow,non_special,5,27,9,463,462,0,0.66015625,36.97413635253906,3.203838586807251,0.011600451543927193,8.110803225692266e-07,5.834815574263205e-05,0.006569242224273737,history,-length,",",not_measured_for_this_ranking
14315_headwear_scope,14315,supported,uniform_root_flow,non_special_far,1,25,6,464,387,1,0.287109375,37.32252883911133,1.409256935119629,0.03904223442077637,1.2779919081421613e-08,5.2816321349227776e-05,0.002705882553401139,prompt, tied, and,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,uniform_root_flow,non_special_far,2,24,19,464,453,0,0.39453125,31.68781089782715,1.8228899240493774,0.21427172422409058,1.01363318192953e-09,3.7641550587564826e-05,0.0025016165855500645,history, wore, and,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,uniform_root_flow,non_special_far,3,23,12,461,359,0,0.65625,17.154970169067383,2.051264762878418,0.16701966524124146,1.0138598099656293e-10,1.4556800578888158e-05,0.002336722844223067,prompt, length, full,not_measured_for_this_ranking
14315_headwear_scope,14315,supported,uniform_root_flow,non_special_far,4,24,27,463,362,0,0.2255859375,24.183368682861328,0.9259932637214661,0.2819017171859741,5.693170411346518e-10,6.62579775910419e-06,0.0015236478768562835,prompt, covered,",",not_measured_for_this_ranking
14315_headwear_scope,14315,supported,uniform_root_flow,non_special_far,5,23,21,464,453,0,0.5,26.64508056640625,2.0551862716674805,0.39855271577835083,6.524951632545001e-11,2.1836044633047176e-05,0.0015219758546092606,history, wore, and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,target_flow,original_pool,1,30,3,467,0,0,0.6328125,0.24403513967990875,0.17243735492229462,0.1390133798122406,0.0006814605172303443,0.00013260606938682122,1.4530074994250486e-06,prompt,<|begin_of_text|>, and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,target_flow,original_pool,2,30,29,467,0,0,0.625,0.13431724905967712,0.24004635214805603,0.132722407579422,0.0006730474325969625,0.0001845980762532912,1.4350691526587758e-06,prompt,<|begin_of_text|>, and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,target_flow,original_pool,3,30,28,467,0,0,0.6171875,0.13431724905967712,0.16086696088314056,0.10421121120452881,0.0006646343479635805,0.00012370831735883373,1.417130805892503e-06,prompt,<|begin_of_text|>, and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,target_flow,original_pool,4,30,30,467,0,0,0.55078125,0.13431724905967712,0.18321935832500458,0.10928845405578613,0.0005931230623871932,0.00014089753744717643,1.2646547172434888e-06,prompt,<|begin_of_text|>, and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,target_flow,original_pool,5,30,11,467,0,0,0.55078125,0.18108901381492615,0.16321760416030884,0.1331804394721985,0.0005931230623871932,0.000125515990574978,1.2646547172434888e-06,prompt,<|begin_of_text|>, and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,target_flow,non_special,1,30,9,467,458,0,0.515625,20.375598907470703,2.1178348064422607,0.04105249047279358,0.00046653679948329985,0.0006155008098239145,0.004228427807781169,history,., and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,target_flow,non_special,2,30,28,467,451,1,0.1337890625,80.96347045898438,1.03876531124115,0.10421121120452881,0.000131794440183165,0.0003186835707189645,0.0016430356893324231,history, delicate, and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,target_flow,non_special,3,30,30,461,165,0,0.5234375,50.91507339477539,3.9812116622924805,0.3372386693954468,0.00011858315335058421,0.0005170091906430276,9.74845268560824e-05,prompt, together, held,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,target_flow,non_special,4,30,27,467,458,1,0.1298828125,27.016979217529297,0.6313998699188232,0.152994766831398,0.0001175177914514294,0.00018350210022953213,0.0010651153303074857,history,., and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,target_flow,non_special,5,30,17,461,21,0,0.43359375,37.978477478027344,2.8941397666931152,0.05446624755859375,0.00010924599524276163,0.0007414588513467877,2.416428827424268e-07,prompt, , held,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,target_flow,non_special_far,1,30,28,467,451,1,0.1337890625,80.96347045898438,1.03876531124115,0.10421121120452881,0.000131794440183165,0.0003186835707189645,0.0016430356893324231,history, delicate, and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,target_flow,non_special_far,2,30,30,461,165,0,0.5234375,50.91507339477539,3.9812116622924805,0.3372386693954468,0.00011858315335058421,0.0005170091906430276,9.74845268560824e-05,prompt, together, held,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,target_flow,non_special_far,3,30,17,461,21,0,0.43359375,37.978477478027344,2.8941397666931152,0.05446624755859375,0.00010924599524276163,0.0007414588513467877,2.416428827424268e-07,prompt, , held,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,target_flow,non_special_far,4,30,31,467,446,1,0.10546875,52.01801681518555,0.7440544962882996,0.08994759619235992,9.939842175189128e-05,0.00019696007845603473,0.001314374772088418,history, often, and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,target_flow,non_special_far,5,30,21,447,100,0,0.55078125,48.619712829589844,3.808502435684204,0.005456149578094482,9.656022661028603e-05,0.00021736691713575225,4.950037476069557e-06,prompt, delic, with,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,norm_flow,original_pool,1,28,25,467,446,0,0.40234375,39.01806640625,2.7440054416656494,0.22490805387496948,1.5540530113868127e-05,0.0011208192167610576,0.008395010689085866,history, often, and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,norm_flow,original_pool,2,29,26,467,0,0,0.82421875,2.9012937545776367,1.1482540369033813,0.0020832736045122147,0.0001893059696704968,0.0010262775864762947,4.036374619840041e-07,prompt,<|begin_of_text|>, and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,norm_flow,original_pool,3,29,24,467,0,0,0.96875,2.9012937545776367,1.030064582824707,0.0008332263678312302,0.0002225017992669915,0.000920643115881199,4.744174824456137e-07,prompt,<|begin_of_text|>, and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,norm_flow,original_pool,4,29,22,458,1,0,0.400390625,64.5556640625,3.380014657974243,0.14986678957939148,4.6671864869773266e-05,0.000860506308391553,1.0142064310478636e-07,prompt,<|start_header_id|>,.,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,norm_flow,original_pool,5,30,17,461,21,0,0.43359375,37.978477478027344,2.8941397666931152,0.05446624755859375,0.00010924599524276163,0.0007414588513467877,2.416428827424268e-07,prompt, , held,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,norm_flow,non_special,1,28,25,467,446,0,0.40234375,39.01806640625,2.7440054416656494,0.22490805387496948,1.5540530113868127e-05,0.0011208192167610576,0.008395010689085866,history, often, and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,norm_flow,non_special,2,30,17,461,21,0,0.43359375,37.978477478027344,2.8941397666931152,0.05446624755859375,0.00010924599524276163,0.0007414588513467877,2.416428827424268e-07,prompt, , held,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,norm_flow,non_special,3,30,9,467,458,0,0.515625,20.375598907470703,2.1178348064422607,0.04105249047279358,0.00046653679948329985,0.0006155008098239145,0.004228427807781169,history,., and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,norm_flow,non_special,4,28,0,467,458,0,0.328125,25.250648498535156,1.6823928356170654,0.2105284333229065,1.1684951562528426e-05,0.0005464429070038374,0.0077289662894539455,history,., and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,norm_flow,non_special,5,30,30,461,165,0,0.5234375,50.91507339477539,3.9812116622924805,0.3372386693954468,0.00011858315335058421,0.0005170091906430276,9.74845268560824e-05,prompt, together, held,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,norm_flow,non_special_far,1,28,25,467,446,0,0.40234375,39.01806640625,2.7440054416656494,0.22490805387496948,1.5540530113868127e-05,0.0011208192167610576,0.008395010689085866,history, often, and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,norm_flow,non_special_far,2,30,17,461,21,0,0.43359375,37.978477478027344,2.8941397666931152,0.05446624755859375,0.00010924599524276163,0.0007414588513467877,2.416428827424268e-07,prompt, , held,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,norm_flow,non_special_far,3,30,30,461,165,0,0.5234375,50.91507339477539,3.9812116622924805,0.3372386693954468,0.00011858315335058421,0.0005170091906430276,9.74845268560824e-05,prompt, together, held,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,norm_flow,non_special_far,4,27,6,461,165,0,0.490234375,47.979248046875,3.1030642986297607,0.16012683510780334,9.336588262544008e-07,0.00035559425661766054,0.00030941743999186855,prompt, together, held,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,norm_flow,non_special_far,5,30,28,467,451,1,0.1337890625,80.96347045898438,1.03876531124115,0.10421121120452881,0.000131794440183165,0.0003186835707189645,0.0016430356893324231,history, delicate, and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,uniform_root_flow,original_pool,1,27,9,467,466,0,0.42578125,33.510711669921875,1.9361826181411743,0.012407533824443817,1.78436373191014e-06,0.00042995020806216425,0.016446476447331753,history, pins, and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,uniform_root_flow,original_pool,2,28,25,467,446,0,0.40234375,39.01806640625,2.7440054416656494,0.22490805387496948,1.5540530113868127e-05,0.0011208192167610576,0.008395010689085866,history, often, and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,uniform_root_flow,original_pool,3,25,11,459,458,0,0.419921875,15.271193504333496,1.2017241716384888,0.0029995664954185486,2.490057085077301e-08,3.713951901446085e-05,0.008126772356399059,history,., They,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,uniform_root_flow,original_pool,4,27,29,458,457,1,0.251953125,17.668880462646484,0.9612964391708374,0.015403438359498978,9.424833321979455e-07,6.194387426941535e-05,0.007895790786088432,history, thread,.,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,uniform_root_flow,original_pool,5,28,0,467,458,0,0.328125,25.250648498535156,1.6823928356170654,0.2105284333229065,1.1684951562528426e-05,0.0005464429070038374,0.0077289662894539455,history,., and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,uniform_root_flow,non_special,1,27,9,467,466,0,0.42578125,33.510711669921875,1.9361826181411743,0.012407533824443817,1.78436373191014e-06,0.00042995020806216425,0.016446476447331753,history, pins, and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,uniform_root_flow,non_special,2,28,25,467,446,0,0.40234375,39.01806640625,2.7440054416656494,0.22490805387496948,1.5540530113868127e-05,0.0011208192167610576,0.008395010689085866,history, often, and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,uniform_root_flow,non_special,3,25,11,459,458,0,0.419921875,15.271193504333496,1.2017241716384888,0.0029995664954185486,2.490057085077301e-08,3.713951901446085e-05,0.008126772356399059,history,., They,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,uniform_root_flow,non_special,4,27,29,458,457,1,0.251953125,17.668880462646484,0.9612964391708374,0.015403438359498978,9.424833321979455e-07,6.194387426941535e-05,0.007895790786088432,history, thread,.,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,uniform_root_flow,non_special,5,28,0,467,458,0,0.328125,25.250648498535156,1.6823928356170654,0.2105284333229065,1.1684951562528426e-05,0.0005464429070038374,0.0077289662894539455,history,., and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,uniform_root_flow,non_special_far,1,28,25,467,446,0,0.40234375,39.01806640625,2.7440054416656494,0.22490805387496948,1.5540530113868127e-05,0.0011208192167610576,0.008395010689085866,history, often, and,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,uniform_root_flow,non_special_far,2,28,25,460,446,0,0.63671875,39.01806640625,4.3424553871154785,0.11987298727035522,8.5714651231151e-06,0.000303209963430456,0.004630314461761133,history, often, were,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,uniform_root_flow,non_special_far,3,25,14,436,343,1,0.1328125,39.31422805786133,0.6748079657554626,0.07335487008094788,8.527605058431107e-09,1.073533440132402e-05,0.003428398948270845,prompt, reached, clothes,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,uniform_root_flow,non_special_far,4,28,25,459,446,0,0.50390625,39.01806640625,3.4366672039031982,0.13974815607070923,6.200662225105423e-06,0.00017988127859661592,0.003349604246300339,history, often, They,not_measured_for_this_ranking
14315_headwear_scope,14315,unsupported,uniform_root_flow,non_special_far,5,24,13,436,433,0,0.4453125,13.583368301391602,1.1366268396377563,0.4562643766403198,2.511017839301908e-09,1.152862833062723e-05,0.0027427194227400867,prompt,"

", clothes,not_measured_for_this_ranking
14375_onion_stage,14375,supported,target_flow,original_pool,1,30,5,658,0,0,0.91796875,0.5149344205856323,0.7021974921226501,0.011384464800357819,0.0005953714450279347,0.0004616891668573917,9.00713229996874e-07,prompt,<|begin_of_text|>, cooking,not_measured_for_this_ranking
14375_onion_stage,14375,supported,target_flow,original_pool,2,30,20,658,0,0,0.87890625,0.16719317436218262,0.2773318290710449,0.06424885988235474,0.0005700365136704032,0.00018234343452285128,8.62385043374285e-07,prompt,<|begin_of_text|>, cooking,not_measured_for_this_ranking
14375_onion_stage,14375,supported,target_flow,original_pool,3,30,23,658,0,0,0.875,0.16719317436218262,0.32860180735588074,0.02333887666463852,0.0005675030205346501,0.00021605303485754674,8.58552224712026e-07,prompt,<|begin_of_text|>, cooking,not_measured_for_this_ranking
14375_onion_stage,14375,supported,target_flow,original_pool,4,30,7,659,0,0,0.93359375,0.5149344205856323,0.8918808698654175,0.0052948929369449615,0.0005669572395742951,0.0004161471634024373,8.577265349081606e-07,prompt,<|begin_of_text|>, the,not_measured_for_this_ranking
14375_onion_stage,14375,supported,target_flow,original_pool,5,30,5,657,0,0,0.921875,0.5149344205856323,0.70518559217453,0.0018802620470523834,0.0005206445313979499,0.000342222446439056,7.876619234462164e-07,prompt,<|begin_of_text|>, continue,not_measured_for_this_ranking
14375_onion_stage,14375,supported,target_flow,non_special,1,30,17,658,21,0,0.138671875,37.66969299316406,0.9332557916641235,0.08382552862167358,8.763664702146944e-05,0.000476718660285797,1.367349193146645e-07,prompt, , cooking,not_measured_for_this_ranking
14375_onion_stage,14375,supported,target_flow,non_special,2,30,31,657,652,2,0.166015625,70.83079528808594,1.3913593292236328,0.025676116347312927,7.694393150337651e-05,0.00016782252222992096,0.0007065620709390319,history, remove, continue,not_measured_for_this_ranking
14375_onion_stage,14375,supported,target_flow,non_special,3,30,10,658,657,1,0.1279296875,14.906049728393555,0.37294548749923706,0.015490785241127014,7.143289242536144e-05,6.847894690022926e-05,0.0010939669098917698,history, continue, cooking,not_measured_for_this_ranking
14375_onion_stage,14375,supported,target_flow,non_special,4,30,26,658,656,1,0.1298828125,24.166210174560547,0.5751670002937317,0.0030670464038848877,7.013251133588505e-05,9.709836506209698e-05,0.0011687738257146352,history, and, cooking,not_measured_for_this_ranking
14375_onion_stage,14375,supported,target_flow,non_special,5,30,22,659,658,1,0.1328125,18.984718322753906,0.4879316985607147,0.002977292984724045,6.630613762113893e-05,5.818805184387324e-05,0.000896291485967083,history, cooking, the,not_measured_for_this_ranking
14375_onion_stage,14375,supported,target_flow,non_special_far,1,30,17,658,21,0,0.138671875,37.66969299316406,0.9332557916641235,0.08382552862167358,8.763664702146944e-05,0.000476718660285797,1.367349193146645e-07,prompt, , cooking,not_measured_for_this_ranking
14375_onion_stage,14375,supported,target_flow,non_special_far,2,30,17,655,21,0,0.2099609375,37.66969299316406,1.4130281209945679,0.7135557532310486,5.893700247144424e-05,0.0002973468948260817,9.195635104121293e-08,prompt, ,ats,not_measured_for_this_ranking
14375_onion_stage,14375,supported,target_flow,non_special_far,3,30,12,659,89,1,0.099609375,100.63863372802734,1.0152949094772339,0.039821088314056396,5.6086049205823096e-05,0.0002489942630001203,8.781731956710167e-07,prompt, beer, the,not_measured_for_this_ranking
14375_onion_stage,14375,supported,target_flow,non_special_far,4,30,18,658,617,1,0.0986328125,19.82322120666504,0.37549981474876404,0.03416556119918823,5.42807520008706e-05,7.195328625201234e-05,0.0006048628578064727,history, Alternatively, cooking,not_measured_for_this_ranking
14375_onion_stage,14375,supported,target_flow,non_special_far,5,30,18,657,617,1,0.10400390625,19.82322120666504,0.39594781398773193,0.02094125747680664,4.9840601117945734e-05,5.600070263621012e-05,0.0005553852390716625,history, Alternatively, continue,not_measured_for_this_ranking
14375_onion_stage,14375,supported,norm_flow,original_pool,1,29,25,657,0,0,0.490234375,2.901578426361084,0.7073606252670288,0.001550484448671341,0.00015635912623041383,0.0012890484238910305,2.3654935889623835e-07,prompt,<|begin_of_text|>, continue,not_measured_for_this_ranking
14375_onion_stage,14375,supported,norm_flow,original_pool,2,29,24,658,0,0,0.84765625,2.901578426361084,0.9014316201210022,0.0012613311409950256,0.0001606725776132165,0.0007851114113650015,2.430750039534285e-07,prompt,<|begin_of_text|>, cooking,not_measured_for_this_ranking
14375_onion_stage,14375,supported,norm_flow,original_pool,3,29,27,659,0,0,0.78515625,2.901578426361084,1.2594678401947021,0.005421928130090237,0.00010344927695145666,0.0007534067581109787,1.565042011368479e-07,prompt,<|begin_of_text|>, the,not_measured_for_this_ranking
14375_onion_stage,14375,supported,norm_flow,original_pool,4,29,26,659,0,0,0.76953125,2.901578426361084,1.0726628303527832,0.006653335876762867,0.00010139058680683918,0.0006416610081488009,1.5338969259733586e-07,prompt,<|begin_of_text|>, the,not_measured_for_this_ranking
