id,source_id,onset,length,answer_first,run_onset,clean_before,before_available,before_alarm,before_mean,onset_score,onset_alarm,first4_available,first4_alarm,first4_sustained,first_alarm_offset,span_alarm
14007,15254,129,5,True,True,True,True,False,0.10489312373101706,0.213202029466629,False,True,False,False,-1,False
14097,15269,59,13,True,True,True,True,False,0.11208597756922242,0.6311929821968079,False,True,False,False,11,True
14133,15275,25,20,True,True,True,True,False,0.25943510979413986,0.6883832812309265,False,True,True,False,1,True
14133,15275,45,23,False,False,False,True,False,0.5741008035838604,0.5662490129470825,False,True,False,False,5,True
14133,15275,126,12,False,True,True,True,False,0.5521024726331234,0.4315899610519409,False,True,False,False,-1,False
14133,15275,145,12,False,True,False,True,False,0.47583746910095215,0.5309345126152039,False,True,False,False,-1,False
14283,15300,147,19,True,True,True,True,False,0.16360333934426305,0.363862007856369,False,True,False,False,-1,False
14283,15300,218,17,False,True,True,True,False,0.4771866388618946,0.6324484348297119,False,True,False,False,-1,False
14295,15302,151,16,True,True,True,True,False,0.1528612775728106,0.3603867888450622,False,True,False,False,8,True
14397,15320,91,6,True,True,True,True,False,0.17105650156736368,0.2443030327558517,False,True,False,False,-1,False
14469,15332,77,27,True,True,True,True,False,0.2697784136980772,0.5628401041030884,False,True,False,False,11,True
14511,15339,63,15,True,True,True,True,False,0.13662331737577915,0.2547094523906708,False,True,False,False,-1,False
14715,15373,47,36,True,True,True,True,False,0.28108948841691017,0.3620139062404632,False,True,True,False,2,True
14715,15373,95,18,False,True,True,True,False,0.41800322756171227,0.6757845878601074,False,True,True,False,2,True
14715,15373,125,4,False,True,True,True,True,0.44363265857100487,0.7735407948493958,False,True,True,False,1,True
14715,15373,138,10,False,True,True,True,True,0.6634637154638767,0.7880532741546631,False,True,True,True,1,True
14715,15373,161,12,False,True,True,True,True,0.5566501021385193,0.8228906393051147,True,True,True,True,0,True
14715,15373,294,28,False,True,True,True,False,0.4780592583119869,0.6231959462165833,False,True,False,False,7,True
14763,15381,67,40,True,True,True,True,False,0.1325770607218146,0.2548443377017975,False,True,False,False,28,True
14859,15397,35,26,True,True,True,True,False,0.11967078130692241,0.1809169054031372,False,True,False,False,16,True
14859,15397,61,14,False,False,False,True,True,0.824310302734375,0.5147300362586975,False,True,False,False,-1,False
15129,15442,16,49,True,True,True,True,False,0.10880797449499365,0.150885671377182,False,True,False,False,-1,False
15195,15453,171,13,True,True,True,True,False,0.4357779063284397,0.4218691289424896,False,True,False,False,7,True
15195,15453,211,13,False,True,True,True,False,0.3223135955631733,0.189659908413887,False,True,False,False,7,True
15201,15454,73,29,True,True,True,True,False,0.17231834493577478,0.1626530736684799,False,True,False,False,-1,False
15201,15454,102,14,False,False,False,True,False,0.11609440483152861,0.3159540891647339,False,True,False,False,-1,False
15201,15454,117,20,False,True,False,True,False,0.2255753595381975,0.5014726519584656,False,True,False,False,6,True
15273,15466,138,29,True,True,True,True,False,0.2510893112048507,0.5877286791801453,False,True,False,False,21,True
15345,15478,168,33,True,True,True,True,False,0.2610252667218447,0.3712595999240875,False,True,True,False,3,True
15465,15498,52,10,True,True,True,True,False,0.3996043475344777,0.3563437759876251,False,True,False,False,-1,False
15465,15498,70,27,False,True,True,True,False,0.3476231209933758,0.5984075665473938,False,True,True,False,2,True
15465,15498,191,32,False,True,True,True,False,0.37041000649333,0.3363112211227417,False,True,False,False,20,True
15555,15513,186,30,True,True,True,True,False,0.37270474061369896,0.6141631007194519,False,True,True,False,2,True
15555,15513,216,29,False,False,False,True,True,0.8105757161974907,0.7565855979919434,False,True,True,True,1,True
15651,15529,124,34,True,True,True,True,False,0.14831497892737386,0.1878306567668914,False,True,False,False,12,True
15687,15535,140,4,True,True,True,True,False,0.43367766588926315,0.7563990354537964,False,True,False,False,-1,False
15735,15543,67,38,True,True,True,True,False,0.18379325419664383,0.2300071120262146,False,True,False,False,30,True
15753,15546,100,23,True,True,True,True,False,0.20916744507849214,0.3206753134727478,False,True,False,False,14,True
15777,15550,118,67,True,True,True,True,False,0.13507855031639332,0.6880828142166138,False,True,True,False,2,True
15927,15576,58,26,True,True,True,True,False,0.20330438390374178,0.1641459912061691,False,True,False,False,8,True
16155,12183,57,44,True,True,True,True,False,0.12529131304472682,0.2581281661987304,False,True,False,False,-1,False
16359,12218,77,46,True,True,True,True,False,0.3005477534607053,0.6702896952629089,False,True,True,False,1,True
16419,12228,0,261,True,True,True,False,,,0.0756114795804023,False,True,False,False,55,True
16467,12236,109,9,True,True,True,True,False,0.1837871260941028,0.3381189107894897,False,True,False,False,-1,False
16509,12243,99,10,True,True,True,True,False,0.20721133425831792,0.2301743328571319,False,True,False,False,-1,False
16509,12243,137,111,False,True,True,True,False,0.321761392056942,0.340548038482666,False,True,False,False,4,True
16797,12291,66,13,True,True,True,True,False,0.4532546438276768,0.797015368938446,False,True,True,False,1,True
16851,12300,73,27,True,True,True,True,False,0.1364031052216887,0.4853206872940063,False,True,True,False,2,True
16851,12300,128,8,False,True,True,True,True,0.8286277651786804,0.9243607521057128,True,True,True,True,0,True
16881,12305,77,21,True,True,True,True,False,0.1862167594954371,0.3951649069786072,False,True,False,False,7,True
17199,12358,6,16,True,True,True,False,,,0.1503389775753021,False,True,False,False,-1,False
17199,12358,117,28,False,True,True,True,False,0.212559163570404,0.2537601590156555,False,True,False,False,-1,False
17283,12372,21,2,True,True,True,True,False,0.10908577404916284,0.2942227721214294,False,False,,,-1,False
