id,source_id,error_start,normal_start,side,phase,mean,alarm
12693,14433,111,99,normal,span,-2.5233158309738033,False
12765,14445,175,138,error,before8,-2.211914839754411,False
12765,14445,175,138,error,onset,-1.1799088551771677,False
12765,14445,175,138,error,first4,3.0492416928634185,True
12765,14445,175,138,error,span,1.0207700827016974,True
12765,14445,175,138,normal,before8,-3.4865455776172127,False
12765,14445,175,138,normal,onset,-3.473023315840758,False
12765,14445,175,138,normal,first4,-4.020729916599598,False
12765,14445,175,138,normal,span,-4.028750268194842,False
12903,14468,302,199,error,before8,-3.01556564713565,False
12903,14468,302,199,error,onset,-4.77753546568646,False
12903,14468,302,199,error,first4,-3.635107430183746,False
12903,14468,302,199,error,span,-0.4770611639104267,True
12903,14468,302,199,normal,before8,-3.4706616219610456,False
12903,14468,302,199,normal,onset,-2.206903864516445,False
12903,14468,302,199,normal,first4,-2.2961549488079704,False
12903,14468,302,199,normal,span,-3.692440897409505,False
13107,15103,260,226,error,before8,-1.9548783437694626,False
13107,15103,260,226,error,onset,1.795355478948557,True
13107,15103,260,226,error,first4,0.5837518149452365,True
13107,15103,260,226,error,span,-0.406209262133482,True
13107,15103,260,226,normal,before8,-1.0863812290443147,True
13107,15103,260,226,normal,onset,-0.0166552481622453,False
13107,15103,260,226,normal,first4,0.10339470544323337,True
13107,15103,260,226,normal,span,-1.5777921100422978,True
13137,15108,277,333,error,before8,-2.7899314775383326,False
13137,15108,277,333,error,onset,-2.2551444803372807,False
13137,15108,277,333,error,first4,-0.8423362154237576,True
13137,15108,277,333,error,span,-1.1457267080836324,True
13137,15108,277,333,normal,before8,-4.471916827055342,False
13137,15108,277,333,normal,onset,-3.531321859984597,False
13137,15108,277,333,normal,first4,-3.880842825168396,False
13137,15108,277,333,normal,span,-3.288671798684071,False
13155,15111,123,79,error,before8,-3.282336770427508,False
13155,15111,123,79,error,onset,-1.2913420040139112,False
13155,15111,123,79,error,first4,-2.158017553620765,False
13155,15111,123,79,error,span,-2.158017553620765,False
13155,15111,123,79,normal,before8,-2.0078123980290945,False
13155,15111,123,79,normal,onset,-1.5636529345403816,False
13155,15111,123,79,normal,first4,-1.2181134143380512,False
13155,15111,123,79,normal,span,-1.2181134143380512,False
13161,15112,327,317,error,before8,-2.038647573836582,True
13161,15112,327,317,error,onset,3.2520356763570337,True
13161,15112,327,317,error,first4,0.877219975104504,True
13161,15112,327,317,error,span,0.2842047850591488,True
13161,15112,327,317,normal,before8,-2.364442183851496,False
13161,15112,327,317,normal,onset,-3.275198952174394,False
13161,15112,327,317,normal,first4,-3.354060136842034,False
13161,15112,327,317,normal,span,-2.882108176269329,False
13161,15112,179,144,error,before8,-3.4662969613644767,False
13161,15112,179,144,error,onset,2.954796119674236,True
13161,15112,179,144,error,first4,-0.8111640849028896,True
13161,15112,179,144,error,span,0.5573489251978969,True
13161,15112,179,144,normal,before8,-3.2056091605252046,False
13161,15112,179,144,normal,onset,-2.6407363515399025,False
13161,15112,179,144,normal,first4,-3.7361495885204836,False
13161,15112,179,144,normal,span,-3.3009094953976614,False
13263,15130,93,76,error,before8,-1.3256683075029878,False
13263,15130,93,76,error,onset,-1.5064834710790131,False
13263,15130,93,76,error,first4,-1.526259590063225,False
13263,15130,93,76,error,span,-0.9524092454821919,True
13263,15130,93,76,normal,before8,-4.059361613035797,False
13263,15130,93,76,normal,onset,-2.198047766682026,False
13263,15130,93,76,normal,first4,-2.9463928238247927,False
13263,15130,93,76,normal,span,-2.244275742745868,False
13293,15135,59,44,error,before8,-3.7483381071115476,False
13293,15135,59,44,error,onset,-3.3690277836551803,False
13293,15135,59,44,error,first4,1.3879851218594332,True
13293,15135,59,44,error,span,0.34678989187068976,True
13293,15135,59,44,normal,before8,-3.2882367789917235,False
13293,15135,59,44,normal,onset,-3.640456523626503,False
13293,15135,59,44,normal,first4,-3.6391425968779267,False
13293,15135,59,44,normal,span,-3.4773364004609544,False
13917,15239,25,15,error,before8,-3.0738363714504153,True
13917,15239,25,15,error,onset,-2.7170030946671595,False
13917,15239,25,15,error,first4,-4.079754017290494,False
13917,15239,25,15,error,span,-3.3406507746425027,False
13917,15239,25,15,normal,before8,-4.702156106734761,False
13917,15239,25,15,normal,onset,-1.9869728186548123,False
13917,15239,25,15,normal,first4,-3.723388986984933,False
13917,15239,25,15,normal,span,-3.0174674924834104,True
13917,15239,95,70,error,before8,-2.8575256948815833,False
13917,15239,95,70,error,onset,-4.620328120386369,False
13917,15239,95,70,error,first4,-2.992358835085182,False
13917,15239,95,70,error,span,-2.9056488223238195,False
13917,15239,95,70,normal,before8,-2.9614186853134292,False
13917,15239,95,70,normal,onset,-1.9384655389984295,False
13917,15239,95,70,normal,first4,-2.1028436446352385,False
13917,15239,95,70,normal,span,-2.3489762064362463,True
14097,15269,59,41,error,before8,-4.39898084869068,False
14097,15269,59,41,error,onset,-0.2741796757348783,False
14097,15269,59,41,error,first4,0.7014095112943175,True
14097,15269,59,41,error,span,0.8323701762727371,True
14097,15269,59,41,normal,before8,-4.456583096543488,False
14097,15269,59,41,normal,onset,-6.236851785205172,False
14097,15269,59,41,normal,first4,-4.079442716119257,False
14097,15269,59,41,normal,span,-4.4524423685444825,False
14133,15275,45,72,error,before8,-1.647652384357087,False
14133,15275,45,72,error,onset,-1.6558383986443594,False
14133,15275,45,72,error,first4,-1.138215470017626,False
14133,15275,45,72,error,span,0.3826833221252972,True
14133,15275,45,72,normal,before8,-2.921695409617034,False
14133,15275,45,72,normal,onset,-1.7647066532993223,False
14133,15275,45,72,normal,first4,-3.2705843947493403,False
14133,15275,45,72,normal,span,-3.3078804528725874,False
14133,15275,145,181,error,before8,-2.0324581324235043,True
14133,15275,145,181,error,onset,-1.8847443851040415,False
14133,15275,145,181,error,first4,-1.2709292000526466,False
14133,15275,145,181,error,span,-1.4312432556028656,True
14133,15275,145,181,normal,before8,-1.2122978977021046,True
14133,15275,145,181,normal,onset,-0.0189383227675543,False
14133,15275,145,181,normal,first4,0.24499570206799962,True
14133,15275,145,181,normal,span,-0.41402467172334606,True
14133,15275,126,161,error,before8,-1.4776841504010103,True
14133,15275,126,161,error,onset,-1.7714424705809892,False
14133,15275,126,161,error,first4,-0.7093345030386369,True
14133,15275,126,161,error,span,-1.9328731100958303,True
14133,15275,126,161,normal,before8,-2.256399976622455,False
14133,15275,126,161,normal,onset,-0.9677199509011928,False
14133,15275,126,161,normal,first4,-1.1603921787726883,False
14133,15275,126,161,normal,span,-1.7415910677256834,True
14283,15300,147,96,error,before8,-3.1428785468018168,False
14283,15300,147,96,error,onset,-1.178691281408133,False
14283,15300,147,96,error,first4,-1.8629902483019036,False
14283,15300,147,96,error,span,-1.1991335971498724,True
14283,15300,147,96,normal,before8,-3.8129216436908124,False
14283,15300,147,96,normal,onset,-4.573245219455957,False
14283,15300,147,96,normal,first4,-3.5173914467806435,False
14283,15300,147,96,normal,span,-3.2856760329470625,False
14283,15300,218,185,error,before8,-1.8448323853096036,False
14283,15300,218,185,error,onset,-1.356008215410649,False
14283,15300,218,185,error,first4,-1.4615093243066521,False
14283,15300,218,185,error,span,-1.3047337947674371,True
14283,15300,218,185,normal,before8,-3.397943807642852,False
14283,15300,218,185,normal,onset,-4.996181499038846,False
14283,15300,218,185,normal,first4,-2.5576977441062847,False
14283,15300,218,185,normal,span,-2.129008259047573,False
14295,15302,151,123,error,before8,-3.2558096384957365,False
14295,15302,151,123,error,onset,-2.5673439794746096,False
14295,15302,151,123,error,first4,-1.4090478297992401,True
14295,15302,151,123,error,span,-0.06785997549287513,True
14295,15302,151,123,normal,before8,-3.277658910997018,False
14295,15302,151,123,normal,onset,-4.080028637477442,False
14295,15302,151,123,normal,first4,-3.3575080698631625,False
14295,15302,151,123,normal,span,-3.494396017088659,False
14397,15320,91,63,error,before8,-4.702128508508457,False
14397,15320,91,63,error,onset,-2.650730889386596,False
14397,15320,91,63,error,first4,-0.9118436032260356,False
14397,15320,91,63,error,span,-0.8818227409944387,False
14397,15320,91,63,normal,before8,-3.7558023483376464,False
14397,15320,91,63,normal,onset,-2.5473010112362453,False
14397,15320,91,63,normal,first4,-3.928181456314359,False
14397,15320,91,63,normal,span,-3.8203057149372164,False
14469,15332,77,39,error,before8,-3.1713787547235475,False
14469,15332,77,39,error,onset,-1.4121869016517374,False
14469,15332,77,39,error,first4,-3.424658366301893,False
14469,15332,77,39,error,span,-0.265716913119286,True
14469,15332,77,39,normal,before8,-2.9903209194139344,False
14469,15332,77,39,normal,onset,-3.5686318259131653,False
14469,15332,77,39,normal,first4,-3.4478614533567358,False
14469,15332,77,39,normal,span,-3.2060904666375256,False
14511,15339,63,43,error,before8,-3.18443843143249,False
14511,15339,63,43,error,onset,-2.2086917844584395,False
14511,15339,63,43,error,first4,-2.967096156047948,False
14511,15339,63,43,error,span,-1.673248784305062,True
14511,15339,63,43,normal,before8,-3.974900905119414,False
14511,15339,63,43,normal,onset,-4.238869638198792,False
14511,15339,63,43,normal,first4,-4.678225027591567,False
14511,15339,63,43,normal,span,-3.7206614718511015,False
14715,15373,138,194,error,before8,-2.274797888478048,False
14715,15373,138,194,error,onset,0.0541203445398084,False
14715,15373,138,194,error,first4,1.0789030010242087,True
14715,15373,138,194,error,span,0.9450719021931517,True
14715,15373,138,194,normal,before8,-3.425314353213401,False
14715,15373,138,194,normal,onset,-4.543483085755114,False
14715,15373,138,194,normal,first4,-3.513829677090447,False
14715,15373,138,194,normal,span,-3.7780715892733285,False
14715,15373,125,131,error,before8,-2.744459577645236,True
14715,15373,125,131,error,onset,-2.181919502161658,False
14715,15373,125,131,error,first4,0.2314681951091037,True
14715,15373,125,131,error,span,0.2314681951091037,True
14715,15373,125,131,normal,before8,-0.9815614013438811,True
14715,15373,125,131,normal,onset,-0.4084610895573419,False
14715,15373,125,131,normal,first4,-1.3748113599159475,False
14715,15373,125,131,normal,span,-1.3748113599159475,False
14859,15397,61,75,error,before8,1.526295850563301,True
14859,15397,61,75,error,onset,-2.481091338005116,False
14859,15397,61,75,error,first4,-3.2585756980556333,False
14859,15397,61,75,error,span,-3.0596329642441566,False
14859,15397,61,75,normal,before8,-2.7970452651717723,False
14859,15397,61,75,normal,onset,-2.4821604255405485,False
14859,15397,61,75,normal,first4,-3.5226299257091243,False
14859,15397,61,75,normal,span,-3.5165897539269273,False
15195,15453,211,235,error,before8,-3.657995268656095,False
15195,15453,211,235,error,onset,-4.161936127062939,False
15195,15453,211,235,error,first4,-3.289365017944661,False
15195,15453,211,235,error,span,-1.3234854066297925,True
15195,15453,211,235,normal,before8,-3.3787849505747447,False
15195,15453,211,235,normal,onset,-3.644439858838157,False
15195,15453,211,235,normal,first4,-3.2476001670472994,False
15195,15453,211,235,normal,span,-3.378330135326084,False
15201,15454,73,44,error,before8,-3.3608813444828316,False
15201,15454,73,44,error,onset,-3.352593062224188,False
15201,15454,73,44,error,first4,-2.528504655689069,False
15201,15454,73,44,error,span,-3.392232989745902,True
15201,15454,73,44,normal,before8,-3.9214850387417357,False
15201,15454,73,44,normal,onset,-2.5682679393097256,False
15201,15454,73,44,normal,first4,-3.6115879273234124,False
15201,15454,73,44,normal,span,-3.7663972625378297,False
15201,15454,117,137,error,before8,-2.717370481123072,False
15201,15454,117,137,error,onset,-0.1874754998898908,False
15201,15454,117,137,error,first4,-1.1888430588367058,False
15201,15454,117,137,error,span,0.6680951805408056,True
15201,15454,117,137,normal,before8,1.0616866906581621,True
15201,15454,117,137,normal,onset,-4.019688005599839,False
15201,15454,117,137,normal,first4,-3.3668490788422067,False
15201,15454,117,137,normal,span,-3.561536315941305,False
15273,15466,138,107,error,before8,-3.2942181601716496,False
15273,15466,138,107,error,onset,-0.7393696511841965,False
15273,15466,138,107,error,first4,-1.538942079641881,False
15273,15466,138,107,error,span,-0.5859286693557398,True
15273,15466,138,107,normal,before8,-3.193820757129059,False
15273,15466,138,107,normal,onset,-1.180787394184949,False
15273,15466,138,107,normal,first4,-2.847207602439078,False
15273,15466,138,107,normal,span,-3.2227433367028273,False
15345,15478,168,112,error,before8,-3.1163821243287986,False
15345,15478,168,112,error,onset,-1.9620696267379985,False
15345,15478,168,112,error,first4,1.0628217697398197,True
15345,15478,168,112,error,span,1.2399864680916532,True
15345,15478,168,112,normal,before8,-3.9472467313803667,False
15345,15478,168,112,normal,onset,-4.717623201633614,False
15345,15478,168,112,normal,first4,-4.477577422522758,False
15345,15478,168,112,normal,span,-3.3345992874920753,False
15465,15498,191,137,error,before8,-1.391925949448252,True
15465,15498,191,137,error,onset,-1.9273790717716808,False
15465,15498,191,137,error,first4,-2.7983300402034432,False
15465,15498,191,137,error,span,-0.7807730140954122,True
15465,15498,191,137,normal,before8,-3.3397377628549756,False
15465,15498,191,137,normal,onset,-3.888824343894646,False
15465,15498,191,137,normal,first4,-2.2693367115284904,False
15465,15498,191,137,normal,span,-2.8242048251660865,False
15465,15498,52,26,error,before8,-1.5774875494984202,True
15465,15498,52,26,error,onset,-2.091181743746221,False
15465,15498,52,26,error,first4,-1.5506287778508085,False
15465,15498,52,26,error,span,-0.6998075141341356,True
15465,15498,52,26,normal,before8,-4.587688619785146,False
15465,15498,52,26,normal,onset,-3.798912972650518,False
15465,15498,52,26,normal,first4,-4.920909060732988,False
15465,15498,52,26,normal,span,-4.779627700123682,False
15555,15513,186,121,error,before8,-2.51003831800762,False
15555,15513,186,121,error,onset,-0.4388785679736224,False
15555,15513,186,121,error,first4,1.6861013971972159,True
15555,15513,186,121,error,span,1.4367292606058593,True
15555,15513,186,121,normal,before8,-3.0758344116309537,False
15555,15513,186,121,normal,onset,-4.688313984922685,False
15555,15513,186,121,normal,first4,-2.294245329621359,False
15555,15513,186,121,normal,span,-0.8716057554764701,True
15687,15535,140,100,error,before8,-1.7537072352977823,False
15687,15535,140,100,error,onset,0.8166405442083567,True
15687,15535,140,100,error,first4,-0.2357271811045985,True
15687,15535,140,100,error,span,-0.2357271811045985,True
15687,15535,140,100,normal,before8,-2.469915231146084,False
15687,15535,140,100,normal,onset,-1.732926293790585,False
15687,15535,140,100,normal,first4,-2.2441863176865815,False
15687,15535,140,100,normal,span,-2.2441863176865815,False
15753,15546,100,50,error,before8,-2.5256376848783697,False
15753,15546,100,50,error,onset,-2.224796568920569,False
15753,15546,100,50,error,first4,0.04230653200448459,True
15753,15546,100,50,error,span,0.9785741238769018,True
15753,15546,100,50,normal,before8,-4.867793184032365,False
15753,15546,100,50,normal,onset,-4.1525228716540505,False
15753,15546,100,50,normal,first4,-3.93536281764201,False
15753,15546,100,50,normal,span,-3.7702849323037007,False
16467,12236,109,82,error,before8,-2.5604950328678147,True
16467,12236,109,82,error,onset,-2.0840121229104334,False
16467,12236,109,82,error,first4,-1.0776466617905844,False
16467,12236,109,82,error,span,-1.194368575342205,True
16467,12236,109,82,normal,before8,-1.5714228861097463,True
16467,12236,109,82,normal,onset,-4.486503548203709,False
16467,12236,109,82,normal,first4,-3.805108689990968,False
16467,12236,109,82,normal,span,-4.328114092958336,False
16509,12243,99,64,error,before8,-2.739581065426001,False
16509,12243,99,64,error,onset,-2.588991322332998,False
16509,12243,99,64,error,first4,-3.038378629580099,False
16509,12243,99,64,error,span,-1.7344934279986421,True
16509,12243,99,64,normal,before8,-2.5005999039208144,True
16509,12243,99,64,normal,onset,-2.133642868153041,False
16509,12243,99,64,normal,first4,-2.180037690283421,False
16509,12243,99,64,normal,span,-2.217188601817368,False
16797,12291,66,40,error,before8,-1.1351303417343892,True
16797,12291,66,40,error,onset,1.632278558625611,True
16797,12291,66,40,error,first4,1.4400585178189589,True
16797,12291,66,40,error,span,-0.7080709229243266,True
16797,12291,66,40,normal,before8,-1.3901414831615106,True
16797,12291,66,40,normal,onset,-0.6312103782511941,False
16797,12291,66,40,normal,first4,-2.537386993576809,False
16797,12291,66,40,normal,span,-3.0080472136365985,False
16851,12300,128,116,error,before8,-0.7557225470530944,True
16851,12300,128,116,error,onset,2.5536060035411903,True
16851,12300,128,116,error,first4,1.8082201086373688,True
16851,12300,128,116,error,span,0.4180660689125434,True
16851,12300,128,116,normal,before8,0.07956887935122525,True
16851,12300,128,116,normal,onset,-2.970906536038629,False
16851,12300,128,116,normal,first4,-0.6979700362095133,True
16851,12300,128,116,normal,span,-0.5408405655894046,True
16881,12305,77,55,error,before8,-3.501235735619592,False
16881,12305,77,55,error,onset,-1.5874048088506694,False
16881,12305,77,55,error,first4,-2.171702114130011,False
16881,12305,77,55,error,span,-0.16463266507571636,True
16881,12305,77,55,normal,before8,-4.349264636068179,False
16881,12305,77,55,normal,onset,-4.066469633922127,False
16881,12305,77,55,normal,first4,-4.445965542782724,False
16881,12305,77,55,normal,span,-4.0009094810082075,False
17199,12358,117,89,error,before8,-3.3891296632726298,False
17199,12358,117,89,error,onset,-2.708204893114136,False
17199,12358,117,89,error,first4,-2.7538562654070553,False
17199,12358,117,89,error,span,-3.5498229925762845,False
17199,12358,117,89,normal,before8,-3.2357406759831466,False
17199,12358,117,89,normal,onset,-2.3277565941392484,False
17199,12358,117,89,normal,first4,-2.6634255629123507,False
17199,12358,117,89,normal,span,-2.405808203098902,False
17283,12372,21,14,error,before8,-5.201467170654775,False
17283,12372,21,14,error,onset,-4.223578771132706,False
17283,12372,21,14,error,span,-2.535584191137442,False
17283,12372,21,14,normal,before8,-5.246694691688335,False
17283,12372,21,14,normal,onset,-5.078785475519405,False
17283,12372,21,14,normal,span,-5.740397671227105,False
