id,source_id,onset,length,answer_first,run_onset,clean_before,before_available,before_alarm,before_mean,onset_score,onset_alarm,first4_available,first4_alarm,first4_sustained,first_alarm_offset,span_alarm
14469,15332,77,27,True,True,True,True,False,-3.1713787547235475,-1.4121869016517374,False,True,False,False,9,True
14511,15339,63,15,True,True,True,True,False,-3.18443843143249,-2.2086917844584395,False,True,False,False,6,True
14715,15373,47,36,True,True,True,True,True,-3.3952105080293866,-2.4465098518531927,False,True,True,False,1,True
14715,15373,95,18,False,True,True,True,False,-2.809520209130011,-2.40652021181356,False,True,True,False,2,True
14715,15373,125,4,False,True,True,True,True,-2.744459577645236,-2.181919502161658,False,True,True,False,1,True
14715,15373,138,10,False,True,True,True,False,-2.274797888478048,0.0541203445398084,False,True,True,False,1,True
14715,15373,161,12,False,True,True,True,True,-2.1137236253950955,-1.4090549640577903,False,True,True,False,1,True
14715,15373,294,28,False,True,True,True,False,-1.534457042749798,-1.664940293402777,False,True,False,False,6,True
14763,15381,67,40,True,True,True,True,False,-4.584451887891053,-2.337035530301316,False,True,False,False,8,True
14859,15397,35,26,True,True,True,True,False,-4.413735695264239,-4.600142589486837,False,True,False,False,13,True
14859,15397,61,14,False,False,False,True,True,1.526295850563301,-2.481091338005116,False,True,False,False,-1,False
15129,15442,16,49,True,True,True,True,False,-4.752208555009288,-5.190367883256361,False,True,False,False,27,True
15195,15453,171,13,True,True,True,True,False,-2.2512777665990216,0.8265514599992063,True,True,True,False,0,True
15195,15453,211,13,False,True,True,True,False,-3.657995268656095,-4.161936127062939,False,True,False,False,7,True
15201,15454,73,29,True,True,True,True,False,-3.3608813444828316,-3.352593062224188,False,True,False,False,6,True
15201,15454,102,14,False,False,False,True,False,-4.569836908871143,-1.5438803863332198,False,True,False,False,-1,False
15201,15454,117,20,False,True,False,True,False,-2.717370481123072,-0.1874754998898908,False,True,False,False,6,True
15273,15466,138,29,True,True,True,True,False,-3.2942181601716496,-0.7393696511841965,False,True,False,False,5,True
15345,15478,168,33,True,True,True,True,False,-3.1163821243287986,-1.9620696267379985,False,True,True,True,1,True
15465,15498,52,10,True,True,True,True,True,-1.5774875494984202,-2.091181743746221,False,True,False,False,4,True
15465,15498,70,27,False,True,True,True,False,-2.1837316026379296,0.3852187403937653,True,True,True,True,0,True
15465,15498,191,32,False,True,True,True,True,-1.391925949448252,-1.9273790717716808,False,True,False,False,17,True
15555,15513,186,30,True,True,True,True,False,-2.51003831800762,-0.4388785679736224,False,True,True,False,2,True
15555,15513,216,29,False,False,False,True,True,0.08097282393112334,-0.382007200394352,False,True,True,False,1,True
15651,15529,124,34,True,True,True,True,False,-4.156386482073723,-3.3344841899934385,False,True,True,False,3,True
15687,15535,140,4,True,True,True,True,False,-1.7537072352977823,0.8166405442083567,True,True,True,False,0,True
15735,15543,67,38,True,True,True,True,False,-3.587155511595856,-0.7645884263257634,False,True,False,False,9,True
15753,15546,100,23,True,True,True,True,False,-2.5256376848783697,-2.224796568920569,False,True,True,False,2,True
15777,15550,118,67,True,True,True,True,False,-3.7945808384966,0.5176689692813489,True,True,True,True,0,True
15927,15576,58,26,True,True,True,True,False,-3.2672002390591484,-3.392954643858619,False,True,False,False,6,True
16155,12183,57,44,True,True,True,True,False,-4.4586556386501845,-2.9507445973383994,False,True,False,False,16,True
16359,12218,77,46,True,True,True,True,False,-4.250769443064849,-1.287558204511282,False,True,True,False,2,True
16419,12228,0,261,True,True,True,False,,,-4.764322531649072,False,True,False,False,50,True
16467,12236,109,9,True,True,True,True,True,-2.5604950328678147,-2.0840121229104334,False,True,False,False,6,True
16509,12243,99,10,True,True,True,True,False,-2.739581065426001,-2.588991322332998,False,True,False,False,9,True
16509,12243,137,111,False,True,True,True,False,-1.6190176669308072,-3.398204406886645,False,True,False,False,4,True
16797,12291,66,13,True,True,True,True,True,-1.1351303417343892,1.632278558625611,True,True,True,True,0,True
16851,12300,73,27,True,True,True,True,False,-3.9705173019618094,-3.101637330842824,False,True,True,False,2,True
16851,12300,128,8,False,True,True,True,True,-0.7557225470530944,2.5536060035411903,True,True,True,True,0,True
16881,12305,77,21,True,True,True,True,False,-3.501235735619592,-1.5874048088506694,False,True,False,False,7,True
17199,12358,6,16,True,True,True,False,,,-4.410695923330235,False,True,False,False,-1,False
17199,12358,117,28,False,True,True,True,False,-3.3891296632726298,-2.708204893114136,False,True,False,False,-1,False
17283,12372,21,2,True,True,True,True,False,-5.201467170654775,-4.223578771132706,False,False,,,-1,False
